23:07:51 INFO  manager.ApplicationManager - Tests start on Chrome
23:07:52 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //*[.=' Search ']
23:07:52 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //*[.=' Search '] is found
23:07:52 INFO  manager.WebDriverListener - Start searching element ----> By.cssSelector: h1
23:07:52 INFO  manager.WebDriverListener - Element with locator ----> By.cssSelector: h1 is found
23:07:52 INFO  manager.WebDriverListener - Start searching element ----> By.id: city
23:07:52 INFO  manager.WebDriverListener - Element with locator ----> By.id: city is found
23:07:52 INFO  manager.WebDriverListener - Start searching element ----> By.cssSelector: div.pac-item
23:07:53 INFO  manager.WebDriverListener - Element with locator ----> By.cssSelector: div.pac-item is found
23:07:53 INFO  manager.WebDriverListener - Start searching element ----> By.id: dates
23:07:53 INFO  manager.WebDriverListener - Element with locator ----> By.id: dates is found
23:07:53 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //button[@type='submit']
23:07:53 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //button[@type='submit'] is found
23:07:56 INFO  manager.WebDriverListener - Start searching element ----> By.cssSelector: .search-results
23:08:01 INFO  manager.WebDriverListener - Element with locator ----> By.cssSelector: .search-results is found
23:08:01 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //*[.=' Search ']
23:08:01 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //*[.=' Search '] is found
23:08:01 INFO  manager.WebDriverListener - Start searching element ----> By.cssSelector: h1
23:08:01 INFO  manager.WebDriverListener - Element with locator ----> By.cssSelector: h1 is found
23:08:01 INFO  manager.WebDriverListener - Start searching element ----> By.id: city
23:08:01 INFO  manager.WebDriverListener - Element with locator ----> By.id: city is found
23:08:01 INFO  manager.WebDriverListener - Start searching element ----> By.cssSelector: div.pac-item
23:08:01 INFO  manager.WebDriverListener - Element with locator ----> By.cssSelector: div.pac-item is found
23:08:01 INFO  manager.WebDriverListener - Start searching element ----> By.id: dates
23:08:01 INFO  manager.WebDriverListener - Element with locator ----> By.id: dates is found
23:08:01 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //button[@type='submit']
23:08:01 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //button[@type='submit'] is found
23:08:05 INFO  manager.WebDriverListener - Start searching element ----> By.cssSelector: .search-results
23:08:10 INFO  manager.WebDriverListener - Element with locator ----> By.cssSelector: .search-results is found
23:08:10 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //*[.=' Search ']
23:08:10 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //*[.=' Search '] is found
23:08:10 INFO  manager.WebDriverListener - Start searching element ----> By.cssSelector: h1
23:08:10 INFO  manager.WebDriverListener - Element with locator ----> By.cssSelector: h1 is found
23:08:10 INFO  manager.WebDriverListener - Start searching element ----> By.id: city
23:08:10 INFO  manager.WebDriverListener - Element with locator ----> By.id: city is found
23:08:10 INFO  manager.WebDriverListener - Start searching element ----> By.cssSelector: div.pac-item
23:08:10 INFO  manager.WebDriverListener - Element with locator ----> By.cssSelector: div.pac-item is found
23:08:10 INFO  manager.WebDriverListener - Start searching element ----> By.id: dates
23:08:10 INFO  manager.WebDriverListener - Element with locator ----> By.id: dates is found
23:08:10 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //button[@type='submit']
23:08:10 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //button[@type='submit'] is found
23:08:13 INFO  manager.WebDriverListener - Start searching element ----> By.cssSelector: .search-results
23:08:13 INFO  manager.WebDriverListener - Element with locator ----> By.cssSelector: .search-results is found
